Freq.;V(out);K
1.41579377995707e+007;(6.81877983839718e+000dB,-1.68628068715591e+002°);0.19
1.41905752168908e+007;(6.41925883305009e+000dB,-1.69242771582433e+002°);0.19
1.42232878712281e+007;(6.03854633898933e+000dB,-1.69805852654552e+002°);0.19
1.42560759360218e+007;(5.67509925666476e+000dB,-1.70323956665885e+002°);0.19
1.42889395851109e+007;(5.32754890320810e+000dB,-1.70802647193942e+002°);0.19
1.43218789927353e+007;(4.99467702609406e+000dB,-1.71246615808673e+002°);0.19
1.43548943335364e+007;(4.67539551797958e+000dB,-1.71659844949011e+002°);0.19
1.43879857825583e+007;(4.36872924155842e+000dB,-1.72045735929989e+002°);0.19
1.44211535152486e+007;(4.07380145760663e+000dB,-1.72407210412781e+002°);0.19
1.44543977074592e+007;(3.78982142909903e+000dB,-1.72746791489848e+002°);0.19
1.44877185354475e+007;(3.51607384493791e+000dB,-1.73066668972841e+002°);0.19
1.45211161758773e+007;(3.25190976735321e+000dB,-1.73368752336427e+002°);0.19
1.45545908058195e+007;(2.99673885786271e+000dB,-1.73654713940567e+002°);0.19
1.45881426027534e+007;(2.75002267888226e+000dB,-1.73926024539744e+002°);0.19
1.46217717445671e+007;(2.51126890288925e+000dB,-1.74183982629799e+002°);0.19
1.46554784095590e+007;(2.28002628966128e+000dB,-1.74429738838590e+002°);0.19
1.46892627764385e+007;(2.05588031561066e+000dB,-1.74664316305592e+002°);0.19
1.47231250243271e+007;(1.83844935852898e+000dB,-1.74888627795998e+002°);0.19
1.47570653327588e+007;(1.62738135691654e+000dB,-1.75103490141309e+002°);0.19
1.47910838816819e+007;(1.42235087612764e+000dB,-1.75309636479366e+002°);0.19
1.48251808514594e+007;(1.22305652434184e+000dB,-1.75507726673868e+002°);0.19
1.48593564228699e+007;(1.02921867028177e+000dB,-1.75698356220530e+002°);0.19
1.48936107771090e+007;(8.40577421993518e-001dB,-1.75882063889371e+002°);0.19
1.49279440957898e+007;(6.56890832157728e-001dB,-1.76059338306884e+002°);0.19
1.49623565609442e+007;(4.77933300527389e-001dB,-1.76230623645248e+002°);0.19
1.49968483550236e+007;(3.03494148385784e-001dB,-1.76396324556384e+002°);0.19
1.50000000000000e+007;(2.87793041698181e-001dB,-1.76411181277783e+002°);0.19
Step Information: K=280m  (Run: 3/11);;0.28
1.00000000000000e+007;(-9.82234660122128e+000dB,4.02174900054799e+000°);0.28
1.00230523807790e+007;(-9.73187126228233e+000dB,3.95996049595590e+000°);0.28
1.00461579027840e+007;(-9.64089940050720e+000dB,3.89790003172897e+000°);0.28
1.00693166885180e+007;(-9.54942307829078e+000dB,3.83556062073256e+000°);0.28
1.00925288607668e+007;(-9.45743417356888e+000dB,3.77293506306276e+000°);0.28
1.01157945425990e+007;(-9.36492437404630e+000dB,3.71001593766420e+000°);0.28
1.01391138573668e+007;(-9.27188517119760e+000dB,3.64679559354765e+000°);0.28
1.01624869287070e+007;(-9.17830785402998e+000dB,3.58326614058483e+000°);0.28
1.01859138805412e+007;(-9.08418350259698e+000dB,3.51941943985674e+000°);0.28
1.02093948370768e+007;(-8.98950298125062e+000dB,3.45524709352980e+000°);0.28
1.02329299228075e+007;(-8.89425693161973e+000dB,3.39074043423283e+000°);0.28
1.02565192625141e+007;(-8.79843576530065e+000dB,3.32589051390588e+000°);0.28
1.02801629812647e+007;(-8.70202965624624e+000dB,3.26068809208995e+000°);0.28
1.03038612044162e+007;(-8.60502853283827e+000dB,3.19512362362481e+000°);0.28
1.03276140576140e+007;(-8.50742206962707e+000dB,3.12918724571964e+000°);0.28
1.03514216667934e+007;(-8.40919967872178e+000dB,3.06286876435878e+000°);0.28
1.03752841581801e+007;(-8.31035050081318e+000dB,2.99615764000272e+000°);0.28
1.03992016582906e+007;(-8.21086339581036e+000dB,2.92904297254093e+000°);0.28
1.04231742939330e+007;(-8.11072693307096e+000dB,2.86151348545085e+000°);0.28
1.04472021922080e+007;(-8.00992938120390e+000dB,2.79355750911361e+000°);0.28
1.04712854805090e+007;(-7.90845869742178e+000dB,2.72516296323365e+000°);0.28
1.04954242865232e+007;(-7.80630251641924e+000dB,2.65631733830579e+000°);0.28
1.05196187382322e+007;(-7.70344813875143e+000dB,2.58700767606881e+000°);0.28
1.05438689639126e+007;(-7.59988251868580e+000dB,2.51722054888056e+000°);0.28
1.05681750921366e+007;(-7.49559225149810e+000dB,2.44694203794445e+000°);0.28
1.05925372517729e+007;(-7.39056356018212e+000dB,2.37615771031206e+000°);0.28
1.06169555719872e+007;(-7.28478228154047e+000dB,2.30485259458105e+000°);0.28
1.06414301822431e+007;(-7.17823385162121e+000dB,2.23301115520103e+000°);0.28
1.06659612123026e+007;(-7.07090329046399e+000dB,2.16061726529390e+000°);0.28
1.06905487922266e+007;(-6.96277518611511e+000dB,2.08765417788709e+000°);0.28
1.07151930523760e+007;(-6.85383367787020e+000dB,2.01410449545126e+000°);0.28
1.07398941234124e+007;(-6.74406243869872e+000dB,1.93995013762406e+000°);0.28
1.07646521362983e+007;(-6.63344465680239e+000dB,1.86517230699362e+000°);0.28
1.07894672222983e+007;(-6.52196301625598e+000dB,1.78975145280372e+000°);0.28
1.08143395129794e+007;(-6.40959967667513e+000dB,1.71366723243247e+000°);0.28
1.08392691402120e+007;(-6.29633625185245e+000dB,1.63689847048359e+000°);0.28
1.08642562361706e+007;(-6.18215378729816e+000dB,1.55942311531584e+000°);0.28
1.08893009333343e+007;(-6.06703273661828e+000dB,1.48121819282209e+000°);0.28
1.09144033644875e+007;(-5.95095293665667e+000dB,1.40225975725260e+000°);0.28
1.09395636627209e+007;(-5.83389358132359e+000dB,1.32252283886027e+000°);0.28
1.09647819614318e+007;(-5.71583319402667e+000dB,1.24198138812574e+000°);0.28
1.09900583943252e+007;(-5.59674959861392e+000dB,1.16060821629917e+000°);0.28
1.10153930954141e+007;(-5.47661988873226e+000dB,1.07837493197210e+000°);0.28
1.10407861990207e+007;(-5.35542039549695e+000dB,9.95251873367267e-001°);0.28
1.10662378397766e+007;(-5.23312665335924e+000dB,9.11208036005398e-001°);0.28
1.10917481526240e+007;(-5.10971336405144e+000dB,8.26210995377337e-001°);0.28
1.11173172728159e+007;(-4.98515435847826e+000dB,7.40226824214840e-001°);0.28
1.11429453359173e+007;(-4.85942255641327e+000dB,6.53220003915394e-001°);0.28
1.11686324778056e+007;(-4.73248992384780e+000dB,5.65153329634189e-001°);0.28
1.11943788346715e+007;(-4.60432742782696e+000dB,4.75987808509183e-001°);0.28
1.12201845430196e+007;(-4.47490498859436e+000dB,3.85682550433904e-001°);0.28
1.12460497396692e+007;(-4.34419142885132e+000dB,2.94194650734054e-001°);0.28
1.12719745617551e+007;(-4.21215441992102e+000dB,2.01479064040626e-001°);0.28
1.12979591467279e+007;(-4.07876042458909e+000dB,1.07488468580160e-001°);0.28
1.13240036323555e+007;(-3.94397463637318e+000dB,1.21731200235660e-002°);0.28
1.13501081567231e+007;(-3.80776091495208e+000dB,-8.45193060544981e-002°);0.28
1.13762728582343e+007;(-3.67008171746087e+000dB,-1.82643884152424e-001°);0.28
1.14024978756117e+007;(-3.53089802533296e+000dB,-2.82258622413502e-001°);0.28
1.14287833478977e+007;(-3.39016926634023e+000dB,-3.83424661075440e-001°);0.28
1.14551294144553e+007;(-3.24785323145063e+000dB,-4.86206487221233e-001°);0.28
1.14815362149688e+007;(-3.10390598608797e+000dB,-5.90672167411273e-001°);0.28
1.15080038894443e+007;(-2.95828177533824e+000dB,-6.96893599955053e-001°);0.28
1.15345325782109e+007;(-2.81093292260423e+000dB,-8.04946788779566e-001°);0.28
1.15611224219210e+007;(-2.66180972116239e+000dB,-9.14912141077821e-001°);0.28
1.15877735615512e+007;(-2.51086031802134e+000dB,-1.02687479117607e+000°);0.28
1.16144861384034e+007;(-2.35803058942363e+000dB,-1.14092495334720e+000°);0.28
1.16412602941049e+007;(-2.20326400726404e+000dB,-1.25715830662708e+000°);0.28
1.16680961706096e+007;(-2.04650149562609e+000dB,-1.37567641506322e+000°);0.28
1.16949939101987e+007;(-1.88768127655504e+000dB,-1.49658718725060e+000°);0.28
1.17219536554813e+007;(-1.72673870409285e+000dB,-1.62000537949576e+000°);0.28
1.17489755493953e+007;(-1.56360608549916e+000dB,-1.74605314750449e+000°);0.28
1.17760597352080e+007;(-1.39821248846519e+000dB,-1.87486065212563e+000°);0.28
1.18032063565173e+007;(-1.23048353299847e+000dB,-2.00656672541237e+000°);0.28
1.18304155572516e+007;(-1.06034116651046e+000dB,-2.14131960410467e+000°);0.28
1.18576874816716e+007;(-8.87703420473523e-001dB,-2.27927773860430e+000°);0.28
1.18850222743701e+007;(-7.12484146830857e-001dB,-2.42061068663243e+000°);0.28
1.19124200802737e+007;(-5.34592732130344e-001dB,-2.56550010205812e+000°);0.28
1.19398810446427e+007;(-3.53933787120253e-001dB,-2.71414083089250e+000°);0.28
1.19674053130724e+007;(-1.70406809271800e-001dB,-2.86674212818962e+000°);0.28
1.19949930314937e+007;(1.60941846052008e-002dB,-3.02352901164888e+000°);0.28
1.20226443461741e+007;(2.05681058838868e-001dB,-3.18474377009064e+000°);0.28
1.20503594037179e+007;(3.98471996039829e-001dB,-3.35064764779496e+000°);0.28
1.20781383510678e+007;(5.94591974938266e-001dB,-3.52152272898339e+000°);0.28
1.21059813355048e+007;(7.94173293454765e-001dB,-3.69767405061036e+000°);0.28
1.21338885046497e+007;(9.97356142126567e-001dB,-3.87943197623461e+000°);0.28
1.21618600064636e+007;(1.20428923368689e+000dB,-4.06715486920267e+000°);0.28
1.21898959892486e+007;(1.41513049536469e+000dB,-4.26123210986626e+000°);0.28
1.22179966016487e+007;(1.63004783135376e+000dB,-4.46208750931540e+000°);0.28
1.22461619926504e+007;(1.84921996392111e+000dB,-4.67018318140498e+000°);0.28
1.22743923115840e+007;(2.07283736279317e+000dB,-4.88602394602708e+000°);0.28
1.23026877081238e+007;(2.30110327380955e+000dB,-5.11016235006410e+000°);0.28
1.23310483322890e+007;(2.53423485938884e+000dB,-5.34320440879515e+000°);0.28
1.23594743344450e+007;(2.77246446514961e+000dB,-5.58581619038386e+000°);0.28
1.23879658653036e+007;(3.01604102909935e+000dB,-5.83873139032294e+000°);0.28
1.24165230759240e+007;(3.26523165219807e+000dB,-6.10276007243540e+000°);0.28
1.24451461177138e+007;(3.52032335185586e+000dB,-6.37879878962546e+000°);0.28
1.24738351424294e+007;(3.78162502309531e+000dB,-6.66784234283614e+000°);0.28
1.25025903021771e+007;(4.04946963574279e+000dB,-6.97099749290707e+000°);0.28
1.25314117494141e+007;(4.32421670016314e+000dB,-7.28949901024075e+000°);0.28
1.25602996369487e+007;(4.60625503875624e+000dB,-7.62472853528777e+000°);0.28
1.25892541179416e+007;(4.89600590571496e+000dB,-7.97823683397863e+000°);0.28
1.26182753459066e+007;(5.19392650338425e+000dB,-8.35177017312607e+000°);0.28
1.26473634747114e+007;(5.50051394987372e+000dB,-8.74730172045883e+000°);0.28
1.26765186585784e+007;(5.81630975915541e+000dB,-9.16706910427953e+000°);0.28
1.27057410520853e+007;(6.14190490132272e+000dB,-9.61361956479512e+000°);0.28
1.27350308101665e+007;(6.47794551625624e+000dB,-1.00898645145502e+001°);0.28
1.27643880881134e+007;(6.82513935736427e+000dB,-1.05991458283970e+001°);0.28
1.27938130415752e+007;(7.18426304117445e+000dB,-1.11453168439540e+001°);0.28
1.28233058265601e+007;(7.55617016973670e+000dB,-1.17328419261234e+001°);0.28
1.28528665994361e+007;(7.94180037008108e+000dB,-1.23669196089064e+001°);0.28
1.28824955169313e+007;(8.34218924849367e+000dB,-1.30536358775839e+001°);0.28
1.29121927361353e+007;(8.75847917086896e+000dB,-1.38001562361861e+001°);0.28
1.29419584144998e+007;(9.19193062700021e+000dB,-1.46149680135567e+001°);0.28
1.29717927098395e+007;(9.64393367181833e+000dB,-1.55081881605603e+001°);0.28
1.30016957803328e+007;(1.01160184860275e+001dB,-1.64919569338138e+001°);0.28
1.30316677845229e+007;(1.06098633379141e+001dB,-1.75809448021662e+001°);0.28
1.30617088813183e+007;(1.11272969478190e+001dB,-1.87930091961925e+001°);0.28
1.30918192299940e+007;(1.16702901026266e+001dB,-2.01500499015001e+001°);0.28
1.31219989901919e+007;(1.22409277396745e+001dB,-2.16791272662816e+001°);0.28
1.31522483219223e+007;(1.28413466049605e+001dB,-2.34139252626007e+001°);0.28
1.31825673855640e+007;(1.34736133005710e+001dB,-2.53966583549660e+001°);0.28
1.32129563418657e+007;(1.41395003365775e+001dB,-2.76805266783147e+001°);0.28
1.32434153519466e+007;(1.48400895487386e+001dB,-3.03327913769380e+001°);0.28
1.32739445772973e+007;(1.55750875878849e+001dB,-3.34384075023970e+001°);0.28
1.33045441797808e+007;(1.63416733687904e+001dB,-3.71037750512604e+001°);0.28
1.33352143216331e+007;(1.71326215226050e+001dB,-4.14592661397745e+001°);0.28
1.33659551654643e+007;(1.79334153720346e+001dB,-4.66572770270958e+001°);0.28
1.33967668742593e+007;(1.87182621038547e+001dB,-5.28591428599058e+001°);0.28
1.34276496113785e+007;(1.94457789329567e+001dB,-6.02000120714426e+001°);0.28
1.34586035405594e+007;(2.00571883990877e+001dB,-6.87209997038495e+001°);0.28
1.34896288259164e+007;(2.04826152143190e+001dB,-7.82762997079907e+001°);0.28
1.35207256319427e+007;(2.06602743026740e+001dB,-8.84691002151393e+001°);0.28
1.35518941235103e+007;(2.05628269866718e+001dB,-9.87033723611919e+001°);0.28
1.35831344658714e+007;(2.02116196644260e+001dB,-1.08368905940519e+002°);0.28
1.36144468246594e+007;(1.96654355434509e+001dB,-1.17036959788780e+002°);0.28
1.36458313658891e+007;(1.89944611848358e+001dB,-1.24531269985578e+002°);0.28
1.36772882559584e+007;(1.82595105609384e+001dB,-1.30874173139831e+002°);0.28
1.37088176616484e+007;(1.75042207579021e+001dB,-1.36193224533349e+002°);0.28
1.37404197501250e+007;(1.67561711900979e+001dB,-1.40648962450683e+002°);0.28
1.37720946889394e+007;(1.60310921389666e+001dB,-1.44396018543189e+002°);0.28
1.38038426460287e+007;(1.53369653329323e+001dB,-1.47567874908435e+002°);0.28
1.38356637897177e+007;(1.46770572103275e+001dB,-1.50273941048862e+002°);0.28
1.38675582887188e+007;(1.40519107468859e+001dB,-1.52601741364744e+002°);0.28
1.38995263121334e+007;(1.34605757125954e+001dB,-1.54620611499120e+002°);0.28
1.39315680294529e+007;(1.29013419781818e+001dB,-1.56385383558238e+002°);0.28
1.39636836105593e+007;(1.23721656730794e+001dB,-1.57939541827930e+002°);0.28
1.39958732257261e+007;(1.18709107223923e+001dB,-1.59317755559561e+002°);0.28
1.40281370456195e+007;(1.13954811354202e+001dB,-1.60547851009886e+002°);0.28
1.40604752412990e+007;(1.09438893570463e+001dB,-1.61652326028377e+002°);0.28
1.40928879842186e+007;(1.05142876296921e+001dB,-1.62649507851762e+002°);0.28
1.41253754462274e+007;(1.01049783108049e+001dB,-1.63554438512384e+002°);0.28
1.41579377995707e+007;(9.71441254950454e+000dB,-1.64379554235723e+002°);0.28
1.41905752168908e+007;(9.34118284476357e+000dB,-1.65135209436297e+002°);0.28
1.42232878712281e+007;(8.98401270328149e+000dB,-1.65830083333794e+002°);0.28
1.42560759360218e+007;(8.64174524584687e+000dB,-1.66471497582162e+002°);0.28
1.42889395851109e+007;(8.31333179724657e+000dB,-1.67065666092623e+002°);0.28
1.43218789927353e+007;(7.99782101249689e+000dB,-1.67617892884026e+002°);0.28
1.43548943335364e+007;(7.69434880829849e+000dB,-1.68132729842864e+002°);0.28
1.43879857825583e+007;(7.40212920379669e+000dB,-1.68614103355348e+002°);0.28
1.44211535152486e+007;(7.12044608137765e+000dB,-1.69065416610346e+002°);0.28
1.44543977074592e+007;(6.84864582766147e+000dB,-1.69489632762325e+002°);0.28
1.44877185354475e+007;(6.58613078972493e+000dB,-1.69889342939811e+002°);0.28
1.45211161758773e+007;(6.33235347137354e+000dB,-1.70266822179868e+002°);0.28
1.45545908058195e+007;(6.08681139260816e+000dB,-1.70624075684593e+002°);0.28
1.45881426027534e+007;(5.84904253844142e+000dB,-1.70962877274766e+002°);0.28
1.46217717445671e+007;(5.61862132859844e+000dB,-1.71284801517024e+002°);0.28
1.46554784095590e+007;(5.39515504601714e+000dB,-1.71591250693830e+002°);0.28
1.46892627764385e+007;(5.17828066865362e+000dB,-1.71883477547528e+002°);0.28
1.47231250243271e+007;(4.96766205546069e+000dB,-1.72162604544346e+002°);0.28
1.47570653327588e+007;(4.76298744331507e+000dB,-1.72429640258840e+002°);0.28
1.47910838816819e+007;(4.56396721702381e+000dB,-1.72685493364762e+002°);0.28
1.48251808514594e+007;(4.37033191931997e+000dB,-1.72930984627531e+002°);0.28
1.48593564228699e+007;(4.18183047197596e+000dB,-1.73166857221229e+002°);0.28
1.48936107771090e+007;(3.99822858286161e+000dB,-1.73393785635182e+002°);0.28
1.49279440957898e+007;(3.81930731700127e+000dB,-1.73612383388634e+002°);0.28
1.49623565609442e+007;(3.64486181248985e+000dB,-1.73823209734431e+002°);0.28
1.49968483550236e+007;(3.47470012456268e+000dB,-1.74026775502099e+002°);0.28
1.50000000000000e+007;(3.45937829719233e+000dB,-1.74045007737728e+002°);0.28
Step Information: K=370m  (Run: 4/11);;0.37
1.00000000000000e+007;(-7.37460938682937e+000dB,3.54442980810360e+000°);0.37
1.00230523807790e+007;(-7.28382261962567e+000dB,3.47634141719889e+000°);0.37
1.00461579027840e+007;(-7.19253451365518e+000dB,3.40786872116221e+000°);0.37
1.00693166885180e+007;(-7.10073703438742e+000dB,3.33900199340003e+000°);0.37
1.00925288607668e+007;(-7.00842196043317e+000dB,3.26973120679502e+000°);0.37
1.01157945425990e+007;(-6.91558087770488e+000dB,3.20004602180421e+000°);0.37
1.01391138573668e+007;(-6.82220517334805e+000dB,3.12993577398678e+000°);0.37
1.01624869287070e+007;(-6.72828602943275e+000dB,3.05938946092929e+000°);0.37
1.01859138805412e+007;(-6.63381441639389e+000dB,2.98839572853416e+000°);0.37
1.02093948370768e+007;(-6.53878108620830e+000dB,2.91694285663518e+000°);0.37
1.02329299228075e+007;(-6.44317656529567e+000dB,2.84501874390089e+000°);0.37
1.02565192625141e+007;(-6.34699114713007e+000dB,2.77261089198477e+000°);0.37
1.02801629812647e+007;(-6.25021488454783e+000dB,2.69970638887782e+000°);0.37
1.03038612044162e+007;(-6.15283758173665e+000dB,2.62629189141653e+000°);0.37
1.03276140576140e+007;(-6.05484878589017e+000dB,2.55235360689594e+000°);0.37
1.03514216667934e+007;(-5.95623777851104e+000dB,2.47787727373366e+000°);0.37
1.03752841581801e+007;(-5.85699356634479e+000dB,2.40284814112786e+000°);0.37
1.03992016582906e+007;(-5.75710487192556e+000dB,2.32725094764703e+000°);0.37
1.04231742939330e+007;(-5.65656012371365e+000dB,2.25106989868633e+000°);0.37
1.04472021922080e+007;(-5.55534744580380e+000dB,2.17428864271930e+000°);0.37
1.04712854805090e+007;(-5.45345464718155e+000dB,2.09689024626986e+000°);0.37
1.04954242865232e+007;(-5.35086921050398e+000dB,2.01885716752322e+000°);0.37
1.05196187382322e+007;(-5.24757828037921e+000dB,1.94017122848875e+000°);0.37
1.05438689639126e+007;(-5.14356865111811e+000dB,1.86081358562150e+000°);0.37
1.05681750921366e+007;(-5.03882675392908e+000dB,1.78076469880206e+000°);0.37
1.05925372517729e+007;(-4.93333864352601e+000dB,1.70000429856667e+000°);0.37
1.06169555719872e+007;(-4.82708998411664e+000dB,1.61851135147201e+000°);0.37
1.06414301822431e+007;(-4.72006603473682e+000dB,1.53626402346933e+000°);0.37
1.06659612123026e+007;(-4.61225163389443e+000dB,1.45323964115378e+000°);0.37
1.06905487922266e+007;(-4.50363118348305e+000dB,1.36941465074381e+000°);0.37
1.07151930523760e+007;(-4.39418863192442e+000dB,1.28476457463447e+000°);0.37
1.07398941234124e+007;(-4.28390745649459e+000dB,1.19926396535551e+000°);0.37
1.07646521362983e+007;(-4.17277064478663e+000dB,1.11288635675251e+000°);0.37
1.07894672222983e+007;(-4.06076067525884e+000dB,1.02560421219366e+000°);0.37
1.08143395129794e+007;(-3.94785949681466e+000dB,9.37388869589159e-001°);0.37
1.08392691402120e+007;(-3.83404850735557e+000dB,8.48210482992702e-001°);0.37
1.08642562361706e+007;(-3.71930853124568e+000dB,7.58037960534761e-001°);0.37
1.08893009333343e+007;(-3.60361979562124e+000dB,6.66838898417214e-001°);0.37
1.09144033644875e+007;(-3.48696190547375e+000dB,5.74579510674557e-001°);0.37
1.09395636627209e+007;(-3.36931381743069e+000dB,4.81224554382993e-001°);0.37
1.09647819614318e+007;(-3.25065381215192e+000dB,3.86737249969840e-001°);0.37
1.09900583943252e+007;(-3.13095946525377e+000dB,2.91079196245733e-001°);0.37
1.10153930954141e+007;(-3.01020761666685e+000dB,1.94210279748564e-001°);0.37
1.10407861990207e+007;(-2.88837433832593e+000dB,9.60885779509413e-002°);0.37
1.10662378397766e+007;(-2.76543490008294e+000dB,-3.32974415773263e-003°);0.37
1.10917481526240e+007;(-2.64136373372572e+000dB,-1.04090544647974e-001°);0.37
1.11173172728159e+007;(-2.51613439497642e+000dB,-2.06241822969132e-001°);0.37
1.11429453359173e+007;(-2.38971952333293e+000dB,-3.09833846648559e-001°);0.37
1.11686324778056e+007;(-2.26209079960687e+000dB,-4.14919287069369e-001°);0.37
1.11943788346715e+007;(-2.13321890099945e+000dB,-5.21553365092937e-001°);0.37
1.12201845430196e+007;(-2.00307345354402e+000dB,-6.29794007366036e-001°);0.37
1.12460497396692e+007;(-1.87162298173003e+000dB,-7.39702014235895e-001°);0.37
1.12719745617551e+007;(-1.73883485510884e+000dB,-8.51341240287443e-001°);0.37
1.12979591467279e+007;(-1.60467523166388e+000dB,-9.64778788620708e-001°);0.37
1.13240036323555e+007;(-1.46910899771078e+000dB,-1.08008522009904e+000°);0.37
1.13501081567231e+007;(-1.33209970407298e+000dB,-1.19733477892646e+000°);0.37
1.13762728582343e+007;(-1.19360949825630e+000dB,-1.31660563605564e+000°);0.37
1.14024978756117e+007;(-1.05359905232208e+000dB,-1.43798015208522e+000°);0.37
1.14287833478977e+007;(-9.12027486134296e-001dB,-1.56154516148457e+000°);0.37
1.14551294144553e+007;(-7.68852285623372e-001dB,-1.68739228018456e+000°);0.37
1.14815362149688e+007;(-6.24029215682970e-001dB,-1.81561823879609e+000°);0.37
1.15080038894443e+007;(-4.77512227276712e-001dB,-1.94632524397108e+000°);0.37
1.15345325782109e+007;(-3.29253358297803e-001dB,-2.07962137070711e+000°);0.37
1.15611224219210e+007;(-1.79202627678435e-001dB,-2.21562098871672e+000°);0.37
1.15877735615512e+007;(-2.73079222031562e-002dB,-2.35444522634589e+000°);0.37
1.16144861384034e+007;(1.26485124573348e-001dB,-2.49622247593409e+000°);0.37
1.16412602941049e+007;(2.82233261958292e-001dB,-2.64108894499129e+000°);0.37
1.16680961706096e+007;(4.39995761021294e-001dB,-2.78918925805953e+000°);0.37
1.16949939101987e+007;(5.99834563548528e-001dB,-2.94067711478486e+000°);0.37
1.17219536554813e+007;(7.61814441914909e-001dB,-3.09571601035702e+000°);0.37
1.17489755493953e+007;(9.26003170820967e-001dB,-3.25448002529668e+000°);0.37
1.17760597352080e+007;(1.09247171193664e+000dB,-3.41715469245327e+000°);0.37
1.18032063565173e+007;(1.26129441259736e+000dB,-3.58393795010759e+000°);0.37
1.18304155572516e+007;(1.43254921981309e+000dB,-3.75504119125654e+000°);0.37
1.18576874816716e+007;(1.60631791098040e+000dB,-3.93069042052022e+000°);0.37
1.18850222743701e+007;(1.78268634282785e+000dB,-4.11112753167773e+000°);0.37
1.19124200802737e+007;(1.96174472028425e+000dB,-4.29661172065480e+000°);0.37
1.19398810446427e+007;(2.14358788713403e+000dB,-4.48742105088747e+000°);0.37
1.19674053130724e+007;(2.32831564051823e+000dB,-4.68385419042477e+000°);0.37
1.19949930314937e+007;(2.51603307155487e+000dB,-4.88623234297300e+000°);0.37
1.20226443461741e+007;(2.70685093459184e+000dB,-5.09490139839393e+000°);0.37
1.20503594037179e+007;(2.90088604786890e+000dB,-5.31023433204157e+000°);0.37
1.20781383510678e+007;(3.09826172865746e+000dB,-5.53263388685822e+000°);0.37
1.21059813355048e+007;(3.29910826626785e+000dB,-5.76253557748189e+000°);0.37
1.21338885046497e+007;(3.50356343666751e+000dB,-6.00041106189909e+000°);0.37
1.21618600064636e+007;(3.71177306283790e+000dB,-6.24677193359644e+000°);0.37
1.21898959892486e+007;(3.92389162541894e+000dB,-6.50217399595492e+000°);0.37
1.22179966016487e+007;(4.14008292864099e+000dB,-6.76722209107138e+000°);0.37
1.22461619926504e+007;(4.36052082702797e+000dB,-7.04257556763274e+000°);0.37
1.22743923115840e+007;(4.58539001886306e+000dB,-7.32895448733050e+000°);0.37
1.23026877081238e+007;(4.81488691293234e+000dB,-7.62714668711844e+000°);0.37
1.23310483322890e+007;(5.04922057558628e+000dB,-7.93801583602993e+000°);0.37
1.23594743344450e+007;(5.28861376565895e+000dB,-8.26251065109670e+000°);0.37
1.23879658653036e+007;(5.53330406522380e+000dB,-8.60167546814970e+000°);0.37
1.24165230759240e+007;(5.78354511448991e+000dB,-8.95666240119823e+000°);0.37
1.24451461177138e+007;(6.03960795926814e+000dB,-9.32874537024068e+000°);0.37
1.24738351424294e+007;(6.30178251925180e+000dB,-9.71933633374466e+000°);0.37
1.25025903021771e+007;(6.57037918468524e+000dB,-1.01300041311199e+001°);0.37
1.25314117494141e+007;(6.84573054759493e+000dB,-1.05624964254326e+001°);0.37
1.25602996369487e+007;(7.12819327127652e+000dB,-1.10187653413187e+001°);0.37
1.25892541179416e+007;(7.41815009765889e+000dB,-1.15009975225332e+001°);0.37
1.26182753459066e+007;(7.71601198577525e+000dB,-1.20116494941136e+001°);0.37
1.26473634747114e+007;(8.02222036480411e+000dB,-1.25534894136589e+001°);0.37
1.26765186585784e+007;(8.33724947048215e+000dB,-1.31296465446654e+001°);0.37
1.27057410520853e+007;(8.66160871193804e+000dB,-1.37436700946200e+001°);0.37
1.27350308101665e+007;(8.99584498395674e+000dB,-1.43995994468798e+001°);0.37
1.27643880881134e+007;(9.34054479271993e+000dB,-1.51020482967952e+001°);0.37
1.27938130415752e+007;(9.69633599440321e+000dB,-1.58563058008258e+001°);0.37
1.28233058265601e+007;(1.00638888457329e+001dB,-1.66684585869702e+001°);0.37
1.28528665994361e+007;(1.04439159191840e+001dB,-1.75455383805837e+001°);0.37
1.28824955169313e+007;(1.08371702215913e+001dB,-1.84957010918296e+001°);0.37
1.29121927361353e+007;(1.12444405422215e+001dB,-1.95284444944159e+001°);0.37
1.29419584144998e+007;(1.16665425989204e+001dB,-2.06548730675842e+001°);0.37
1.29717927098395e+007;(1.21043038819930e+001dB,-2.18880200635790e+001°);0.37
1.30016957803328e+007;(1.25585391188260e+001dB,-2.32432381333192e+001°);0.37
1.30316677845229e+007;(1.30300118623638e+001dB,-2.47386703258537e+001°);0.37
1.30617088813183e+007;(1.35193756593694e+001dB,-2.63958118457096e+001°);0.37
1.30918192299940e+007;(1.40270853470901e+001dB,-2.82401674661932e+001°);0.37
1.31219989901919e+007;(1.45532650067147e+001dB,-3.03019960299310e+001°);0.37
1.31522483219223e+007;(1.50975138018199e+001dB,-3.26171050710183e+001°);0.37
1.31825673855640e+007;(1.56586245546671e+001dB,-3.52276035134817e+001°);0.37
1.32129563418657e+007;(1.62341837093770e+001dB,-3.81824201050382e+001°);0.37
1.32434153519466e+007;(1.68200189869505e+001dB,-4.15372239961200e+001°);0.37
1.32739445772973e+007;(1.74094712249318e+001dB,-4.53531153289103e+001°);0.37
1.33045441797808e+007;(1.79925068614161e+001dB,-4.96930877815097e+001°);0.37
